"negative","disappointing battery backup for such type of device."
"negative","processor is not up to mark."
"negative","battery: drains fast...needs charging everyday unless on standby...standby with wifi on is battery prudent...u see the battery cycle improving"
"negative","amera: slight shutter lag that was not there in 1.6GHZ model before kitkat update."
"negative","auto brightness takes time to get accustomed esp if u are previously using a fone that has higher brightness settings for normal usage"
"negative"," UI glitches - a couple of time i experienced Wifi Glitche.. fone restarted"
"negative","Please don't buy 16GB model of nexus 5x as it has only 10.5 GB free space."
"negative","The Ambient Light sensor sometimes behaves funny."
"negative","The battery. Being 2700Mah and even with Marshmallows Doze, it fails to live up to a day, of my kind of use."
"negative","There was no data cable in it though it was mentioned in the box as well as on website that it has."
"negative","Bugs :- automatic contact deletion,bad camera, and just after two months i visited service centre as battery is not charging."
"negative","Camera is as per specification 8 mp But output quality is like china VGA"
"negative","Its not a high efficient smartphone."
"negative","The Onyx black colour not impressive,and the model is a lower end smartphone."
"negative","Very bad Battery backup,not any new features."
"negative","It is not all good for its cost."
"negative","picture quality is not good as it say 8 MP."
"negative","it is not good to type the letters."
"negative","I am facing low volume problem while on call."
"negative","The handset is not useful at all because of this low volume issue."
"negative","I am forced to pick up call by activating speaker mode to hear the voice."
"negative","I am not able to save my contacts."
"negative","please do not buy these product."
"negative","very very bad product camara is very poor."
"negative","contact auto delete problem."
"negative","dont waste money."
"negative","It looks cheap and I don't think that it will last very long"
"negative","1GB of RAM seems like a cut-off."
"negative","Cheap earphones (without buds) are a pain."
"negative","There is no 4G connectivity,you are limited to 3G in either one of the 2 SIM cards."
"negative","Call quality is hideous with echoes and interference."
"negative","I tried an OTG cable which was working on the 816G but the 626G+ could not read any data from the usb drive."
"negative"," There is no boom sound and the sound output is limited to the bottom speaker."
"negative","The front camera is not up to the mark."
"negative","But the battery takes long time to get full charge."
"negative","The battery drains very fast when you use internet."
"negative","The only down side i felt is SAR: 1.340 W/Kg @1g(Head) and 0.840 W/Kg @1g(Body)."
"negative","NOT RECOMMENDED AT ALL"
"negative","It is with sheer disappointment and unpleasantness that I am forced to write a bad review about this phone."
"negative","The first few days were good but I had some issues with the dialler after a week or so."
"negative","Since the return period is only of 10 days, I couldn't apply for the return for this device and thereby I am suffering now."
"negative","In my case, my contacts never get loaded and for some reason the dialler never appears while making calls."
"negative","In case I get lucky to get call interface, even then it's quite hard to end calls and many a times the calls last for more than 10 minutes even if the other person has actually disconnected it."
"negative","I am quite dis-satisfied with the quality of the product delivered to me and would recommend that you don't buy this product from flipkart."
"negative","The initial days would be fine but you start experiencing difficulties after a few days and the return period expires by that time which makes it even worse."
"negative","right now, my condition is so much worse that sometimes it takes about 10 minutes for me to make a call which is really disturbing when you have something urgent up on your sleeve."
"negative","This was my first electronic purchase from flipkart and right now I have to say that I will have to think twice before making an online purchase of any electronic item from flipkart again."
"negative","waste of money"
"negative","but head phone quality is not very good it's only good"
"negative","For full charging it takes so many hours."
"negative","battery drained very fast."
"negative","Heating , while charging."
"negative","Drawbacks are camera and charging time. It takes more than two hrs for charging."
"negative","i found it difficult to carry in my pocket."
"negative"," it became a liability after 8 months, with frequent hang ups and battery issues."
"negative","No UI changes nothing."
"negative","Only if u want crappy apps like health(though i never bothered about it) and 3rd party keyboards..swype etc than one can go for it"
"negative","Honestly there is not a single feature in ios8 that will make it worthy os."
"negative","After installing ios8 u r only left with 4.9 gb of storage..That is very much disappointing"
"negative","Battery life on ios8 is pathetic!!!!"
"negative","No direct access to the inbuilt memory on connecting with PC."
"negative","battery life not so good but ok, drains very fast while using internet."
"neutral","Comes with 4gb usable memory but expandable up to 64gb with external SD card"
"neutral","Now this puts the tablets above the rest"
"neutral","Updated to 4.3 Jelly Bean. Smooth and Fast"
"neutral","Battery - Gets you through a day easily."
"neutral","takes 3-4 sec to connect to the call after pressing the call button."
"neutral"," 8M accuracy even with GLONASS in open space "
"neutral","Please don't forget to charge your Tab for 8 hours before first use"
"neutral","Bought this product about 4 months ago"
"neutral","I have purchased this from flipkart"
"neutral","As Asus is the same manufacturer of Nexus 7, this tablet has the same form factor of Nexus7. "
"neutral","One thing worth noticing is internal memory."
"neutral","go for 16gb version."
"neutral","matte screen guard recommended."
"neutral","Video playing is smooth even while playing mkv, but sometimes when it gets heated it starts hanging and movies stutters a bit."
"neutral","So So"
"neutral","People here have faced issues but i havent faced any "
"neutral","price somewhat compromise with the quality of product"
"neutral","it has all the required business features."
"neutral","I bought the product from some other online store during Diwali offer"
"neutral","I tried all possible setting not resolved"
"neutral","Good Phone in this price segment but need a little up gradation in processor department"
"neutral","Sound quality is also good. Should have been stereo with dual speakers."
"neutral","In order to keep your mobile updated you dont have to wait for software and OTA updates, all apps can be updated on playstore even the asus builtin apps even the camera app"
"neutral","The camera quality is not that great but also not that bad. It is mid ranged."
"neutral","Don't trust on flipkart Advantage brand and commitment. Better buy from Amazon, they have easy return policy."
"neutral","Front camera is good but back camera quality is worst than a 5MP front camera"
"neutral","At the start, it did feel a bit awkward to use, especially since I switched over to this phone from an iPhone 5"
"neutral","Heavy game like fifa 16 not even running lag very muuch every moment. But other games like nova 3 is running great."
"neutral","Camera is fine bt not like 13 mp."
"neutral","Size is not an issue to operate the phone"
"neutral","Camera I would rate as average. It gives sometimes v. good pics but sometimes pics with average results. Low light mode is particularly good."
"neutral","It is advised to deactivate some of the pre-installed apps depending upon choise. Not advised to keep all of them active otherwise they will use battery as well as internet data."
"neutral","Processor speed is good; but though it is 4 gb some lags in bulky games are observed if more apps are downloaded in phone."
"neutral","Some apps drain up battery and one need to identify such apps for efficient use of battery though system has app to manage such apps"
"neutral","Overall I would rate the phone 7/10. One deducted for camera quality/ features."
"neutral","SLIGHTLY BIGGER BATTERY, BUT A QUADCORE PROCESSOR AND 5.5inch "
"neutral","gaming - graphics - pretty decent"
"neutral","dint notice heating in low - mid requirement games."
"neutral","dint install high end games, as i really wont use them. clash of clans, angry birds, subway surfer and shadow fight 2 run smooth"
"neutral","multitasking- idle usage after all installations and routene settings"
"neutral","NEXUS 5x and 6P has same camera performance."
"neutral","Prior to this one, I had Moto X (1st Gen) and Moto Droid Turbo."
"neutral","Pure Android Marshmallow, with guaranteed 2 updates."
"neutral","They have given a black Nexsus 5X with all white color accessories which seems like they have assembled all its contents irrespective of color and put it in a box and gave it to me."
"neutral","i bought this from shop."
"neutral","I've received the phone within a span of 2 days."
"neutral","The device was well packed."
"neutral","you can get the phone for about that same price in retail shops if you prefer a face to face dealing."
"neutral","You get a sealed battery and the dual SIM cards along with the micro SD goes into a little flap on the side of the device."
"neutral","720p display looks promising although colors are a bit exaggerated."
"neutral","The phone has got 4.4.2 kitkat out of the box and no updates are available till date."
"neutral","Although the phone boasts high specs, expecting android L on it is a bit too much I guess."
"neutral","It is a decent performer and I haven't found any serious issues with it except the call quality."
"neutral","Even though it has 1 gb ram the speed is good."
"neutral","Once fully charged it stands for two days."
"neutral","I preferred HTC for its camera."
"neutral","The RAM of this phone is only 1 GB which should at least have been 2 GB."
"neutral","The internal user memory is only 4.5 GB."
"neutral","I have been using this phone for two weeks now."
"neutral","The only issue is the low internal memory ( 8 Gb) and hence one needs to cough up a few more bucks for a memory card. "
"neutral","My first smart phone...happy with it"
"neutral","Not a very high end phone but definitely the best companion for users having low to moderate usage."
"neutral","Internal mem available = 5.34GB / 8GB ( Approx 4.9 - 5GB free when you unwrap the phone, because some off the apps, gmail, chrome, polaris office5 ect. are already installed)"
"neutral","many of the popular models of popular brand have the same number."
"neutral","I had to apply for a Nano sim."
"neutral","I was confused between Samsung J7 and HTC 728."
"neutral","This mobile have multiple works."
"neutral","Don't buy iron box if you have HTC 728 LTE .After using 5.minutes it act as good IRON BOX."
"neutral","rear camera very very poor.front camera OK."
"neutral","Good phone but need to improve..."
"neutral","Sim card slot is a tray based and micro SIM"
"neutral","I bought it for 15000/- from market."
"neutral","Always wanted to buy iphone 4s"
"neutral","Never liked TV like mobile phones with big screens."
"neutral","Wanted a compact; reliable and good looking phone."
"neutral","Today i installed IOS on my iphone 4s 8GB."
"neutral","The ios8 is nothing but a failure from apple."
"neutral","This is my first iphone and I am using it for past 10 days and I am quiet happy with it. "
"neutral","Apart from that I am quiet happy with the iphone 4s and the service experience provided by Flipkart.com,thanks and keep it up."
